Market Place,Account Holder,Account,Psp Reference,Payment Psp Reference,Payment Merchant Reference,Capture Psp Reference,Capture Merchant Reference,Payout Psp Reference,Chargeback Psp Reference,Booking Date,TimeZone,Description,Main Currency,Main Amount,Record Type,Balance Currency,Pending (BC),Balance (BC),Exchange Rate,Bank account details,US State,Refund terms,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
AffiniPayLLC,4QnwxlWQog2uEKPiWR9oKn-50cumWdLZNYe4i0y1SW5Dp,8617095131113119,8617095131276015,,balance-adjustment-4QnwxlWQog2uEKPiWR9oKn-0SpjzYsKIHAWANd28GiCiM,,,,,2024-03-03 16:45:28,PST,Transfer from the account 141562167 to the account 8617095131113119,USD,1.00,FundTransfer,USD,0.00,1.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095131594839,,balance-adjustment-7BbERnRDqilRGzIWhKl2pA-0UDAtOQO0583EGNqRtcaIZ,,,,,2024-03-03 16:46:00,PST,Transfer from the account 141562167 to the account 8617095131454349,USD,-5.00,FundTransfer,USD,0.00,-5.00,,,,,,,,,,
AffiniPayLLC,7BbERnRDqilRGzIWhKl2pA-6CRnZskd1TiuwJZtfvBzN1,8617095131454349,8617095131594839,,balance-adjustment-7BbERnRDqilRGzIWhKl2pA-0UDAtOQO0583EGNqRtcaIZ,,,,,2024-03-03 16:46:00,PST,Transfer from the account 141562167 to the account 8617095131454349,USD,5.00,FundTransfer,USD,0.00,5.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8817095131859339,,balance-adjustment-6PWdwlrUEgG1V20jOmUL7b-11qwipXNyILNIjfY8p83iB,,,,,2024-03-03 16:46:26,PST,Transfer from the account 141562167 to the account 8617095131747791,USD,-5.00,FundTransfer,USD,0.00,-5.00,,,,,,,,,,
AffiniPayLLC,6PWdwlrUEgG1V20jOmUL7b-31Mt5i7OWdbZxcmkKnuqLx,8617095131747791,8817095131859339,,balance-adjustment-6PWdwlrUEgG1V20jOmUL7b-11qwipXNyILNIjfY8p83iB,,,,,2024-03-03 16:46:26,PST,Transfer from the account 141562167 to the account 8617095131747791,USD,5.00,FundTransfer,USD,0.00,5.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095132140053,,balance-adjustment-1rUorWUh5tzF647kdA1zyc-6VyXOlKs47awuqTJC74ykK,,,,,2024-03-03 16:46:55,PST,Transfer from the account 141562167 to the account 8817095132042810,USD,-5.00,FundTransfer,USD,0.00,-5.00,,,,,,,,,,
AffiniPayLLC,1rUorWUh5tzF647kdA1zyc-0R6TLuA9MrSZgB6x9oje3B,8817095132042810,8617095132140053,,balance-adjustment-1rUorWUh5tzF647kdA1zyc-6VyXOlKs47awuqTJC74ykK,,,,,2024-03-03 16:46:55,PST,Transfer from the account 141562167 to the account 8817095132042810,USD,5.00,FundTransfer,USD,0.00,5.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8517095132438599,,,,,,,2024-03-03 16:47:23,PST,Transfer from the account 141562167 to the account 8517095132350836,USD,-100.00,FundTransfer,USD,0.00,-100.00,,,,,,,,,,
AffiniPayLLC,2MiAfoNmylU0FTmKHSiyaJ-78hohpJWJ0FiXeN2O8YWbN,8517095132350836,8517095132438599,,,,,,,2024-03-03 16:47:23,PST,Transfer from the account 141562167 to the account 8517095132350836,USD,100.00,FundTransfer,USD,0.00,100.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095132683573,,balance-adjustment-2MiAfoNmylU0FTmKHSiyaJ-3tjUvwl9WpeCDAUNHykstt,,,,,2024-03-03 16:47:49,PST,Transfer from the account 8517095132350836 to the account 141562167,USD,1.00,FundTransfer,USD,0.00,1.00,,,,,,,,,,
AffiniPayLLC,2MiAfoNmylU0FTmKHSiyaJ-78hohpJWJ0FiXeN2O8YWbN,8517095132350836,8617095132683573,,balance-adjustment-2MiAfoNmylU0FTmKHSiyaJ-3tjUvwl9WpeCDAUNHykstt,,,,,2024-03-03 16:47:49,PST,Transfer from the account 8517095132350836 to the account 141562167,USD,-1.00,FundTransfer,USD,0.00,-1.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8817095133071933,,,,,,,2024-03-03 16:48:28,PST,Transfer from the account 141562167 to the account 8517095132963828,USD,-100.00,FundTransfer,USD,0.00,-100.00,,,,,,,,,,
AffiniPayLLC,21pIdouWnmvXvjXaOxsMNc-0i7liPJI9Ee5vclEOCjbT2,8517095132963828,8817095133071933,,,,,,,2024-03-03 16:48:28,PST,Transfer from the account 141562167 to the account 8517095132963828,USD,100.00,FundTransfer,USD,0.00,100.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,WX8RQBQL38N9TQ82,RWLVR9DBVJD94WT5,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-6bfJYRYyJ0d35h05ggMS6v,C988PSHXK5HSMRT5,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-6bfJYRYyJ0d35h05ggMS6v-capture,,,2024-03-03 16:48:32,PST,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-6bfJYRYyJ0d35h05ggMS6v-capture,USD,11.00,PendingCredit,USD,11.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,F3FTS7B28WK7C782,W8DCS9DBVJD94WT5,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-6GCBUHqdeMYyayWWOtCbPK,LCF5S5SBTLMMCQT5,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-6GCBUHqdeMYyayWWOtCbPK-capture,,,2024-03-03 16:48:32,PST,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-6GCBUHqdeMYyayWWOtCbPK-capture,USD,22.00,PendingCredit,USD,22.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,XHKSSBQL38N9TQ82,BMH4WC5W2BNL5QT5,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-7mNng7PGdx3uiSytn9Ngkt,MJS7QMQNHVGMCQT5,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-7mNng7PGdx3uiSytn9Ngkt-capture,,,2024-03-03 16:48:41,PST,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-7mNng7PGdx3uiSytn9Ngkt-capture,USD,2.00,PendingCredit,USD,2.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,LTKSSBQL38N9TQ82,HHRGXC5W2BNL5QT5,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-1nqN0T0WkCf1ZqeLE87Gjp,J93SRRBNJS794WT5,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-1nqN0T0WkCf1ZqeLE87Gjp-capture,,,2024-03-03 16:48:41,PST,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-1nqN0T0WkCf1ZqeLE87Gjp-capture,USD,33.00,PendingCredit,USD,33.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,PVKSSBQL38N9TQ82,LQJWXC5W2BNL5QT5,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-3IZQiNlajsxgIAkfNNJQY8,MMT2SMQNHVGMCQT5,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-3IZQiNlajsxgIAkfNNJQY8-capture,,,2024-03-03 16:48:41,PST,1OTL5YUSJ5915ufjpesQYd-2lhbmQAKy2tUO8BldB7nmL-3IZQiNlajsxgIAkfNNJQY8-capture,USD,3.00,PendingCredit,USD,3.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,ZZKSSBQL38N9TQ82,MK5M4R7RB8PQ7RT5,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-41IdcGWCDr6WI9ipW8rQx4,JQPDTRBNJS794WT5,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-41IdcGWCDr6WI9ipW8rQx4-capture,,,2024-03-03 16:48:41,PST,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-41IdcGWCDr6WI9ipW8rQx4-capture,USD,2.00,PendingCredit,USD,2.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,NSTVV7B28WK7C782,LVGFRBGB8FBSMRT5,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-2U39LnMqILoB6FPLFd5ifq,FPVTTMQNHVGMCQT5,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-2U39LnMqILoB6FPLFd5ifq-capture,,,2024-03-03 16:48:41,PST,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-2U39LnMqILoB6FPLFd5ifq-capture,USD,22.00,PendingCredit,USD,22.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,CJ6XX7B28WK7C782,GCKV4V6KD2TL5QT5,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-4I1yrQwTfxPn2Qyn0rf544,MKHRW5SBTLMMCQT5,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-4I1yrQwTfxPn2Qyn0rf544-capture,,,2024-03-03 16:48:50,PST,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-4I1yrQwTfxPn2Qyn0rf544-capture,USD,3.00,PendingCredit,USD,3.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,KK6XX7B28WK7C782,GN6MV9DBVJD94WT5,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-1cKSlc2i8czNLGWKmNSLCp,Q3NQ3V6KD2TL5QT5,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-1cKSlc2i8czNLGWKmNSLCp-capture,,,2024-03-03 16:48:50,PST,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-1cKSlc2i8czNLGWKmNSLCp-capture,USD,11.00,PendingCredit,USD,11.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8817095133315066,,balance-adjustment-21pIdouWnmvXvjXaOxsMNc-7QiSYXOKLgDe7lR0ZYE6VB,,,,,2024-03-03 16:48:52,PST,Transfer from the account 8517095132963828 to the account 141562167,USD,5.00,FundTransfer,USD,0.00,5.00,,,,,,,,,,
AffiniPayLLC,21pIdouWnmvXvjXaOxsMNc-0i7liPJI9Ee5vclEOCjbT2,8517095132963828,8817095133315066,,balance-adjustment-21pIdouWnmvXvjXaOxsMNc-7QiSYXOKLgDe7lR0ZYE6VB,,,,,2024-03-03 16:48:52,PST,Transfer from the account 8517095132963828 to the account 141562167,USD,-5.00,FundTransfer,USD,0.00,-5.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,TKGB28B28WK7C782,TX3L7R7RB8PQ7RT5,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-2KGYlhWnPVGYQ96NV3BPJQ,MG95XRBNJS794WT5,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-2KGYlhWnPVGYQ96NV3BPJQ-capture,,,2024-03-03 16:48:56,PST,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-2KGYlhWnPVGYQ96NV3BPJQ-capture,USD,2.00,PendingCredit,USD,2.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,XPGB28B28WK7C782,XWMBVMQNHVGMCQT5,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-1n4eZD9S80HdDn3BFGwpID,N58VRBGB8FBSMRT5,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-1n4eZD9S80HdDn3BFGwpID-capture,,,2024-03-03 16:48:56,PST,3fG6PkDx9Ca0vlyu5Zu9TQ-5cOjIJ1Op8Qz9qLEAEMQM9-1n4eZD9S80HdDn3BFGwpID-capture,USD,33.00,PendingCredit,USD,33.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,SBRX2CQL38N9TQ82,M8QWVSHXK5HSMRT5,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-0B08AdV0J1ATrXyz3vLXA2,BKW2999FNXTQ7RT5,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-0B08AdV0J1ATrXyz3vLXA2-capture,,,2024-03-03 16:49:08,PST,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-0B08AdV0J1ATrXyz3vLXA2-capture,USD,11.00,PendingCredit,USD,11.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,DCRX2CQL38N9TQ82,PV892BDBVJD94WT5,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-5or1o1tHISNqWXVD4HVzEs,THMH2BDBVJD94WT5,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-5or1o1tHISNqWXVD4HVzEs-capture,,,2024-03-03 16:49:08,PST,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-5or1o1tHISNqWXVD4HVzEs-capture,USD,33.00,PendingCredit,USD,33.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,VDRX2CQL38N9TQ82,KGM3XSHXK5HSMRT5,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-3wXCJf3njxwhqqr8nZJ22r,FMHT7V6KD2TL5QT5,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-3wXCJf3njxwhqqr8nZJ22r-capture,,,2024-03-03 16:49:08,PST,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-3wXCJf3njxwhqqr8nZJ22r-capture,USD,3.00,PendingCredit,USD,3.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,DJ3358B28WK7C782,Q6B9999FNXTQ7RT5,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-2wpVkX5E5DZspkL94umChy,GKHDWSHXK5HSMRT5,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-2wpVkX5E5DZspkL94umChy-capture,,,2024-03-03 16:49:08,PST,240mnhP9QMkHbtNpJJwE3m-3h6M2qUu2kOY7EJ5UjJ9js-2wpVkX5E5DZspkL94umChy-capture,USD,22.00,PendingCredit,USD,22.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,BGWM3CQL38N9TQ82,WHGN8D5W2BNL5QT5,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-0c9T8svJRZzXH2PuDxXzua,W7QZ3SBNJS794WT5,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-0c9T8svJRZzXH2PuDxXzua-capture,,,2024-03-03 16:49:11,PST,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-0c9T8svJRZzXH2PuDxXzua-capture,USD,22.00,PendingCredit,USD,22.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,DB4Q58B28WK7C782,QGS9MVNT5LWT3ST5,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-3AVUf0VVi7y0RpC2nEL8T0,M2BWCR7RB8PQ7RT5,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-3AVUf0VVi7y0RpC2nEL8T0-capture,,,2024-03-03 16:49:11,PST,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-3AVUf0VVi7y0RpC2nEL8T0-capture,USD,33.00,PendingCredit,USD,33.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,FS2B7CQL38N9TQ82,HSPXFR7RB8PQ7RT5,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-52smlUOdI3lHUULNDxbukJ,NTBJ6NQNHVGMCQT5,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-52smlUOdI3lHUULNDxbukJ-capture,,,2024-03-03 16:49:27,PST,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-52smlUOdI3lHUULNDxbukJ-capture,USD,11.00,PendingCredit,USD,11.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,BW2B7CQL38N9TQ82,QKK36NQNHVGMCQT5,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-0GjbzOMLRDN1bY4NjSoNNk,B5CQFR7RB8PQ7RT5,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-0GjbzOMLRDN1bY4NjSoNNk-capture,,,2024-03-03 16:49:27,PST,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-0GjbzOMLRDN1bY4NjSoNNk-capture,USD,2.00,PendingCredit,USD,2.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,T23B7CQL38N9TQ82,RZXK9D5W2BNL5QT5,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-3iYRm2w8lyardpfZf9MhkW,MFXXMVNT5LWT3ST5,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-3iYRm2w8lyardpfZf9MhkW-capture,,,2024-03-03 16:49:27,PST,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-3iYRm2w8lyardpfZf9MhkW-capture,USD,3.00,PendingCredit,USD,3.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,MK7D98B28WK7C782,B4HRC99FNXTQ7RT5,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-6AQYMrobe9V8qsv7bMvg9U,XKP446SBTLMMCQT5,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-6AQYMrobe9V8qsv7bMvg9U-capture,,,2024-03-03 16:49:28,PST,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-6AQYMrobe9V8qsv7bMvg9U-capture,USD,11.00,PendingCredit,USD,11.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,VK7D98B28WK7C782,J62R8V6KD2TL5QT5,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-2HlYpmbRYyrs7jYnQ4SubM,PCWT3BDBVJD94WT5,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-2HlYpmbRYyrs7jYnQ4SubM-capture,,,2024-03-03 16:49:28,PST,0EzUyR5tsu8c3TYnprsXIM-2kM5sOtnVCsnZEaIW1toVn-2HlYpmbRYyrs7jYnQ4SubM-capture,USD,2.00,PendingCredit,USD,2.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095133702034,,,,,,,2024-03-03 16:49:32,PST,Transfer from the account 141562167 to the account 8817095133573532,USD,-100.00,FundTransfer,USD,0.00,-100.00,,,,,,,,,,
AffiniPayLLC,7Hb7ykSanQ8325KMNadI5F-2nJIpsb6jHOJ6OzEStl5vv,8817095133573532,8617095133702034,,,,,,,2024-03-03 16:49:32,PST,Transfer from the account 141562167 to the account 8817095133573532,USD,100.00,FundTransfer,USD,0.00,100.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,NCTRD8B28WK7C782,PNQ8QVNT5LWT3ST5,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-2xE0Bxi857S3yF22UyS760,KRFF7SBNJS794WT5,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-2xE0Bxi857S3yF22UyS760-capture,,,2024-03-03 16:49:42,PST,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-2xE0Bxi857S3yF22UyS760-capture,USD,22.00,PendingCredit,USD,22.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,JBTRD8B28WK7C782,W696RVNT5LWT3ST5,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-3lEmokpMDaPL6o1URrSLk4,C896RVNT5LWT3ST5,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-3lEmokpMDaPL6o1URrSLk4-capture,,,2024-03-03 16:49:42,PST,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-3lEmokpMDaPL6o1URrSLk4-capture,USD,3.00,PendingCredit,USD,3.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,HHTRD8B28WK7C782,NXHPQVNT5LWT3ST5,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-1N2pPS9pZQMdNQaIDoP7ZP,MV9RDD5W2BNL5QT5,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-1N2pPS9pZQMdNQaIDoP7ZP-capture,,,2024-03-03 16:49:42,PST,6mgX39CmtaBXCxSawFeuLi-6MlnVUkyb3XfW6OM1IJ4pH-1N2pPS9pZQMdNQaIDoP7ZP-capture,USD,33.00,PendingCredit,USD,33.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,F2M8F8B28WK7C782,PL8BTDQHHB4V3ST5,2y3Ltaf9Od3ab8bEKZIMWQ-3CGjchbplloPDJLeZKk6ov-39UjO3bncmaFvzTWp4piZi,D2K8BBDBVJD94WT5,2y3Ltaf9Od3ab8bEKZIMWQ-3CGjchbplloPDJLeZKk6ov-39UjO3bncmaFvzTWp4piZi-capture,,,2024-03-03 16:49:44,PST,2y3Ltaf9Od3ab8bEKZIMWQ-3CGjchbplloPDJLeZKk6ov-39UjO3bncmaFvzTWp4piZi-capture,USD,100.00,PendingCredit,USD,100.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095133887967,,balance-adjustment-7Hb7ykSanQ8325KMNadI5F-77wEqkbdKtTvZf9NH0r8tA,,,,,2024-03-03 16:49:49,PST,Transfer from the account 8817095133573532 to the account 141562167,USD,5.00,FundTransfer,USD,0.00,5.00,,,,,,,,,,
AffiniPayLLC,7Hb7ykSanQ8325KMNadI5F-2nJIpsb6jHOJ6OzEStl5vv,8817095133573532,8617095133887967,,balance-adjustment-7Hb7ykSanQ8325KMNadI5F-77wEqkbdKtTvZf9NH0r8tA,,,,,2024-03-03 16:49:49,PST,Transfer from the account 8817095133573532 to the account 141562167,USD,-5.00,FundTransfer,USD,0.00,-5.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,T9QCGCQL38N9TQ82,WCRZ9CGB8FBSMRT5,3NmbEJszifJnMuhsrSmFNg-5YZQYaQTDBjOhvzSCgmZ5p-0NyYtW4SftHlKCBKmzlOkf,RDRZ9CGB8FBSMRT5,3NmbEJszifJnMuhsrSmFNg-5YZQYaQTDBjOhvzSCgmZ5p-0NyYtW4SftHlKCBKmzlOkf-capture,,,2024-03-03 16:49:58,PST,3NmbEJszifJnMuhsrSmFNg-5YZQYaQTDBjOhvzSCgmZ5p-0NyYtW4SftHlKCBKmzlOkf-capture,USD,50.00,PendingCredit,USD,50.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,T5TFJ8B28WK7C782,VTH4KD5W2BNL5QT5,3NmbEJszifJnMuhsrSmFNg-5YZQYaQTDBjOhvzSCgmZ5p-7YKu2pjIZsQtbbvt0RnRfh,QLRFDSBNJS794WT5,3NmbEJszifJnMuhsrSmFNg-5YZQYaQTDBjOhvzSCgmZ5p-7YKu2pjIZsQtbbvt0RnRfh-capture,,,2024-03-03 16:49:58,PST,3NmbEJszifJnMuhsrSmFNg-5YZQYaQTDBjOhvzSCgmZ5p-7YKu2pjIZsQtbbvt0RnRfh-capture,USD,0.01,PendingCredit,USD,0.01,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,F6TFJ8B28WK7C782,RF75VVNT5LWT3ST5,7VS1j6pyPEJsaaycXQ9noE-1LlZoURUtmg3DWoSg73fA4-1VakxSDx4UucrcmEmL8gOJ,J2PQLR7RB8PQ7RT5,7VS1j6pyPEJsaaycXQ9noE-1LlZoURUtmg3DWoSg73fA4-1VakxSDx4UucrcmEmL8gOJ-capture,,,2024-03-03 16:49:58,PST,7VS1j6pyPEJsaaycXQ9noE-1LlZoURUtmg3DWoSg73fA4-1VakxSDx4UucrcmEmL8gOJ-capture,USD,99.99,PendingCredit,USD,99.99,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,SD8NJ8B28WK7C782,XBP6ZDQHHB4V3ST5,3NmbEJszifJnMuhsrSmFNg-5YZQYaQTDBjOhvzSCgmZ5p-1SvuYAMo7Tk5ombAmWZmPs,JFP6ZDQHHB4V3ST5,3NmbEJszifJnMuhsrSmFNg-5YZQYaQTDBjOhvzSCgmZ5p-1SvuYAMo7Tk5ombAmWZmPs-capture,,,2024-03-03 16:50:00,PST,3NmbEJszifJnMuhsrSmFNg-5YZQYaQTDBjOhvzSCgmZ5p-1SvuYAMo7Tk5ombAmWZmPs-capture,USD,99.99,PendingCredit,USD,99.99,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,HR48LCQL38N9TQ82,VXK8JTHXK5HSMRT5,0B12DxAKatbQKwf5Kvlw51-08z9zXNrt9MoJvR03kUKvx-32OId6nIdgruPnstJT9llw,HMC5MBDBVJD94WT5,0B12DxAKatbQKwf5Kvlw51-08z9zXNrt9MoJvR03kUKvx-32OId6nIdgruPnstJT9llw-capture,,,2024-03-03 16:50:15,PST,0B12DxAKatbQKwf5Kvlw51-08z9zXNrt9MoJvR03kUKvx-32OId6nIdgruPnstJT9llw-capture,USD,0.01,PendingCredit,USD,0.01,0.00,,,,,,,,,,
